 n_tokens_title, n_tokens_content, n_unique_tokens, n_non_stop_words, n_non_stop_unique_tokens, num_hrefs, num_self_hrefs, num_imgs, num_videos, average_token_length, num_keywords, kw_min_min, kw_max_min, kw_avg_min, kw_min_max, kw_max_max, kw_avg_max, kw_min_avg, kw_max_avg, kw_avg_avg, self_reference_min_shares, self_reference_max_shares, self_reference_avg_sharess, LDA_00, LDA_01, LDA_02, LDA_03, LDA_04, global_subjectivity, global_sentiment_polarity, global_rate_positive_words, global_rate_negative_words, rate_positive_words, rate_negative_words, avg_positive_polarity, min_positive_polarity, max_positive_polarity, avg_negative_polarity, min_negative_polarity, max_negative_polarity, title_subjectivity, title_sentiment_polarity, abs_title_subjectivity, abs_title_sentiment_polarity,target
10,547,0.489908256,0.999999997,0.640378547,12,0,1,0,4.826325411,10,4,99,63.33333333,0,843300,118200,0,3306.496678,1752.267781,0,0,0,0.020654413,0.020011518,0.256518928,0.31071079,0.392104351,0.371651786,0.071607143,0.023765996,0.014625229,0.619047619,0.380952381,0.344047619,0.033333333,1,-0.26264881,-0.5,-0.125,0,0,0.5,0,L
9,923,0.466517857,0.999999998,0.605851978,41,0,1,0,4.634886241,10,4,746,170.3333333,0,843300,138040,0,4495.758551,2021.254074,0,0,0,0.357865593,0.469089458,0.020031447,0.133010652,0.02000285,0.539066687,0.129891066,0.040086674,0.013001083,0.755102041,0.244897959,0.335749386,0.1,0.8,-0.267824074,-0.6,-0.05,0.5,0.25,0,0.25,L
10,169,0.608108104,0.999999989,0.61702127,4,4,1,0,4.414201183,6,4,309,131.8333333,12300,843300,272400,1705.766667,3306.496678,2562.179497,712,712,712,0.264314154,0.033334161,0.033438046,0.033333764,0.635579876,0.326316739,0.085236291,0.029585799,0.023668639,0.555555556,0.444444444,0.347272727,0.1,0.5,-0.135763889,-0.1875,-0.1,0,0,0.5,0,L
9,355,0.54131054,0.999999995,0.684210523,8,4,0,3,4.177464789,6,4,1100,420.6666667,1400,843300,183166.6667,1233.333333,12695.35294,4371.46034,1100,3700,2400,0.338765943,0.207929516,0.252795431,0.033740353,0.166768756,0.586184764,0.323638167,0.050704225,0.002816901,0.947368421,0.052631579,0.475565176,0.136363636,1,-0.5,-0.5,-0.5,0,0,0.5,0,H
9,1219,0.506234414,0.999999999,0.682802547,20,0,1,0,4.74733388,9,4,1000,375.1666667,0,843300,185577.7778,0,6395.222222,2181.696079,0,0,0,0.578207541,0.134026904,0.022224996,0.243315639,0.022224919,0.485670996,0.136455628,0.047579984,0.025430681,0.651685393,0.348314607,0.413123974,0.1,0.85,-0.26906682,-0.714285714,-0.05,0.6,0.4,0.1,0.4,H
7,471,0.580851063,0.999999997,0.759581879,9,0,1,0,4.802547771,8,4,6600,994.8571429,0,843300,229775,0,7900,3700.725476,0,0,0,0.025008949,0.276336753,0.392171256,0.02521971,0.281263333,0.417555283,0.103666199,0.038216561,0.021231423,0.642857143,0.357142857,0.348647186,0.1,0.8,-0.195,-0.3,-0.083333333,0,0,0.5,0,L
10,439,0.522831049,0.999999996,0.645522386,7,0,1,0,4.797266515,10,4,1800,312.2,4900,843300,188910,1428.787037,3924.772964,2869.945711,0,0,0,0.020006033,0.020000661,0.266228138,0.020000276,0.673764892,0.480896104,0.170454545,0.025056948,0.006833713,0.785714286,0.214285714,0.43815427,0.136363636,1,-0.186111111,-0.3,-0.125,0,0,0.5,0,L
10,112,0.758928565,0.999999984,0.920634906,4,2,0,0,4.75,7,4,1200,304,7400,843300,297985.7143,2202.071429,16831.25,5526.549175,0,0,0,0.028664762,0.529627421,0.028663732,0.384375626,0.028668458,0.7,0.266666667,0.0625,0.017857143,0.777777778,0.222222222,0.478571429,0.25,1,-0.341666667,-0.433333333,-0.25,0.5,0.25,0,0.25,L
12,585,0.561904761,0.999999997,0.674033147,34,3,17,0,4.307692308,9,4,448,200.4285714,0,843300,241320.6667,0,7625.631313,3551.872363,1400,7200,3766.666667,0.244603746,0.36138684,0.022223123,0.349563333,0.022222957,0.528828538,0.132096768,0.04957265,0.023931624,0.674418605,0.325581395,0.362840722,0.1,0.8,-0.333234127,-1,-0.05,0.4,0.1,0.1,0.1,H
11,365,0.584527219,0.999999995,0.734999996,6,2,0,11,4.101369863,7,4,1600,308.8333333,0,843300,602642.8571,0,7078.692875,3909.187447,3300,6900,5100,0.028596723,0.028663649,0.028572498,0.885567648,0.028599482,0.392028986,0.075845411,0.032876712,0.024657534,0.571428571,0.428571429,0.329166667,0.1,1,-0.218518519,-0.8,-0.05,0,0,0.5,0,H
10,320,0.640410957,0.999999996,0.663900412,48,25,0,3,4.965625,7,4,694,250.6666667,0,843300,273157.1429,0,7625.631313,3618.020888,3500,3500,3500,0.028601093,0.171824926,0.028604929,0.742382778,0.028586274,0.592261905,-0.099107143,0.0125,0.01875,0.4,0.6,0.43125,0.125,1,-0.494047619,-0.9,-0.214285714,1,1,0.5,1,H
9,434,0.603365383,0.999999997,0.670846393,18,2,0,16,5.041474654,9,4,460,112.6666667,0,843300,362755.5556,0,5360.527132,2803.378523,1000,13700,7350,0.022236406,0.136651265,0.022224418,0.796664068,0.022223842,0.539237968,0.19809492,0.050691244,0.011520737,0.814814815,0.185185185,0.370867769,0.1,1,-0.2625,-0.5,-0.125,0.9,0.2,0.4,0.2,H
11,494,0.563265305,0.999999997,0.712538224,12,7,1,0,4.983805668,7,4,5600,1065.833333,0,843300,218857.1429,0,5600,2580.07294,713,5300,2403.25,0.02857242,0.028575129,0.884765832,0.028572118,0.0295145,0.476799743,-0.055355139,0.016194332,0.022267206,0.421052632,0.578947368,0.32150974,0.136363636,0.75,-0.36969697,-1,-0.166666667,0.7,-0.4,0.2,0.4,L
10,733,0.486676016,0.999999998,0.623632384,10,0,1,0,5.013642565,9,4,736,133.7777778,251,843300,248483.4444,176.5,3306.337898,1980.336564,0,0,0,0.022346387,0.022222698,0.910985694,0.022222372,0.022222849,0.431888654,0.031142824,0.02319236,0.028649386,0.447368421,0.552631579,0.390864528,0.136363636,1,-0.319312169,-1,-0.1,0.5,-0.1,0,0.1,L
6,73,0.861111099,0.99999998,0.839999983,3,2,1,1,4.301369863,7,4,1200,387.2857143,3500,843300,172485.7143,1582.108696,3484.8375,2507.936939,11300,11300,11300,0.028571556,0.885663553,0.028571673,0.028621663,0.028571554,0.529320988,0.052777778,0.04109589,0.02739726,0.6,0.4,0.458333333,0.375,0.5,-0.45,-0.5,-0.4,0,0,0.5,0,L
8,797,0.474967907,0.999999998,0.635643563,16,0,1,0,4.998745295,8,4,266,102.5,3400,843300,160650,1717.333333,4819.238095,3053.081645,0,0,0,0.025000559,0.025000778,0.650184342,0.025000151,0.274814169,0.371777297,0.024627225,0.020075282,0.023839398,0.457142857,0.542857143,0.34197105,0.1,0.6,-0.21622807,-0.6,-0.05,0.5,0,0,0,L
7,983,0.468589083,0.999999998,0.636513157,14,2,0,0,4.491353001,7,4,1200,423.5714286,5900,843300,159371.4286,2737.056667,5672.777778,3982.53034,12300,12300,12300,0.640816524,0.02916205,0.028666678,0.029454066,0.271900682,0.48093414,0.114026446,0.04069176,0.021363174,0.655737705,0.344262295,0.387516234,0.033333333,1,-0.239285714,-0.8,-0.05,0.4,0.1,0.1,0.1,H
10,0,0,0,0,0,0,0,0,0,6,4,278,124.6666667,1900,843300,313950,938.2,5286.573053,3433.37774,0,0,0,0.033333467,0.678084153,0.033333399,0.221915576,0.033333405,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0.25,L
9,79,0.855263147,0.999999978,0.934782588,3,2,1,1,4.481012658,9,4,7700,1149,0,843300,235276.3333,0,8319.282913,3706.75615,980,980,980,0.022225135,0.828904237,0.022223633,0.104424096,0.022222899,0.8125,0.34375,0.063291139,0.025316456,0.714285714,0.285714286,0.475,0.25,1,-0.3,-0.5,-0.1,0.5,0.25,0,0.25,L
8,1090,0.401473296,0.999999998,0.642599277,15,0,1,0,4.422018349,6,4,1700,621,0,843300,165700,0,3473.719048,1803.771873,0,0,0,0.866651122,0.033336404,0.033335028,0.03334283,0.033334616,0.514634654,0.137707431,0.043119266,0.012844037,0.770491803,0.229508197,0.34363314,0.033333333,1,-0.314880952,-1,-0.1,0.333333333,0.25,0.166666667,0.25,L
12,899,0.47362514,0.999999998,0.739224136,9,0,1,0,4.530589544,6,4,1400,463,0,843300,303750,0,6759.259259,2744.030542,0,0,0,0.866663441,0.033334574,0.033334022,0.033334072,0.033333891,0.461089423,0.175435907,0.053392659,0.0189099,0.738461538,0.261538462,0.434327652,0.033333333,1,-0.285947712,-1,-0.1,0.066666667,0,0.433333333,0,H
7,429,0.619718308,0.999999996,0.829365076,3,3,1,0,4.440559441,5,4,589,225.6,3200,843300,258460,1270.5,4637.539474,3313.685957,2100,2100,2100,0.040000023,0.839895921,0.040000251,0.040103791,0.040000014,0.461462542,0.062117003,0.025641026,0.016317016,0.611111111,0.388888889,0.374669421,0.05,0.8,-0.254365079,-0.5,-0.125,0.4,-0.05,0.1,0.05,H
6,1349,0.394716981,0.999999999,0.573435504,31,11,17,0,4.42994811,10,4,1200,303.375,0,843300,128950,0,4375,2368.065692,8000,8000,8000,0.020765143,0.020019175,0.32932472,0.020028064,0.609862899,0.515490363,0.276303855,0.04595997,0.010378058,0.815789474,0.184210526,0.500672043,0.1,1,-0.172420635,-0.3,-0.025,0.55,0.7,0.05,0.7,H
8,1347,0.45777427,0.999999999,0.594718713,86,11,75,0,5.483296214,10,4,1100,366.6,10100,843300,202090,2777.080992,7459.317308,3997.930737,1100,43100,8775,0.020390321,0.123714968,0.020077838,0.815816013,0.02000086,0.526905571,0.1893989,0.034149963,0.011878248,0.741935484,0.258064516,0.39382364,0.1,0.85,-0.314322917,-1,-0.05,0.9,0.2,0.4,0.2,H
11,573,0.519572953,0.999999997,0.629921258,22,3,0,1,4.445026178,7,4,694,250.6666667,0,843300,273914.2857,0,7459.317308,3900.099956,12900,12900,12900,0.028600343,0.172481469,0.028604482,0.741727766,0.02858594,0.496867914,0.102730107,0.019197208,0.015706806,0.55,0.45,0.465643447,0.05,1,-0.249514991,-0.5,-0.125,1,-0.5,0.5,0.5,H
11,931,0.426855895,0.999999998,0.583636363,22,0,1,0,4.857142857,6,4,1500,444.5,4500,843300,288933.3333,1522.307692,5000,3477.162918,0,0,0,0.200245475,0.033361063,0.034145535,0.033334404,0.698913523,0.566043736,0.14941256,0.03329753,0.006444683,0.837837838,0.162162162,0.418891915,0.1,1,-0.367361111,-1,-0.125,1,0,0.5,0,H
9,937,0.463815789,0.999999998,0.611584326,18,0,1,0,4.804695838,10,4,826,196.7777778,0,843300,183100,0,3882.511905,2218.522094,0,0,0,0.020001606,0.02000195,0.610074651,0.02000102,0.329920772,0.328358586,0.108118687,0.027748132,0.013874066,0.666666667,0.333333333,0.391171329,0.1,1,-0.202564103,-0.6,-0.033333333,0.227272727,0.068181818,0.272727273,0.068181818,L
9,391,0.610824741,0.999999996,0.717054261,7,5,1,0,5.035805627,4,4,468,173.75,11600,843300,276400,1560.978723,3303.985092,2450.393181,552,589,570.5,0.050003119,0.799203979,0.050137589,0.050655296,0.050000017,0.46940404,0.142565657,0.038363171,0.015345269,0.714285714,0.285714286,0.467424242,0.136363636,1,-0.35787037,-0.8,-0.155555556,0.5,0.5,0,0.5,H
12,624,0.50081566,0.999999997,0.654545453,8,6,1,0,4.501602564,5,4,441,199.5,0,843300,313460,0,3303.985092,2051.360249,1500,2400,2033.333333,0.839989362,0.040003988,0.040002534,0.040002433,0.040001683,0.443725895,0.089125344,0.041666667,0.017628205,0.702702703,0.297297297,0.321936397,0.1,0.7,-0.291287879,-0.65,-0.1,0,0,0.5,0,L
9,303,0.550335569,0.999999995,0.708791205,4,3,1,0,4.567656766,8,4,1100,195.5714286,0,843300,208750,0,3303.985092,2151.785071,1500,4900,3200,0.025000389,0.025000281,0.899997898,0.025000171,0.025001261,0.352117327,0.077350427,0.056105611,0.02640264,0.68,0.32,0.264313725,0.033333333,0.9,-0.147596154,-0.230769231,-0.05,0,0,0.5,0,H
9,721,0.479833101,0.999999998,0.702970295,28,9,12,0,4.607489598,9,4,733,249.5,0,843300,236088.8889,0,5558.142857,3480.879031,2900,843300,423100,0.02222475,0.022604964,0.02232452,0.636527937,0.296317828,0.610008071,0.265254237,0.05409154,0.0110957,0.829787234,0.170212766,0.480128205,0.1,1,-0.245833333,-0.625,-0.166666667,0,0,0.5,0,H
6,1015,0.396207584,0.999999998,0.529874213,12,2,10,0,4.822660099,10,4,645,188.6666667,0,843300,133870,0,4336,2782.319777,3600,3600,3600,0.020115464,0.02001543,0.020070236,0.219629589,0.720169281,0.451655792,0.187588959,0.067980296,0.018719212,0.784090909,0.215909091,0.410514148,0.1,1,-0.220994152,-0.5,-0.1,0.55,0.7,0.05,0.7,H
10,162,0.721518983,0.999999991,0.805555548,7,5,1,0,5.49382716,9,4,852,209.8888889,852,843300,238572.4444,852,3303.985092,2349.859411,1400,2700,2050,0.256140963,0.022223888,0.022263969,0.022222905,0.677148274,0.632575758,0.168181818,0.037037037,0.012345679,0.75,0.25,0.3875,0.2,0.6,-0.175,-0.3,-0.05,0.1,0,0.4,0,L
13,358,0.624649858,0.999999995,0.811320751,8,0,1,0,4.634078212,10,4,1500,591,1100,843300,190390,1100,12156.47059,3608.116761,0,0,0,0.02160751,0.020012339,0.618222069,0.320157411,0.020000671,0.533762626,0.12885101,0.044692737,0.022346369,0.666666667,0.333333333,0.389251894,0.1,1,-0.3109375,-1,-0.125,0,0,0.5,0,L
14,160,0.632911388,0.999999989,0.793103439,0,0,0,1,3.975,4,4,65,38.66666667,0,843300,285150,0,3303.985092,2329.274327,0,0,0,0.050002364,0.052738587,0.050001301,0.797256571,0.050001177,0.66177686,0.189669421,0.05625,0,1,0,0.262373737,0.1,0.5,0,0,0,0,0,0.5,0,H
10,791,0.493589743,0.999999998,0.621513943,24,10,1,1,4.864728192,10,4,1100,221,0,843300,197340,0,5278.606742,2831.954942,475,3100,1647.1,0.108198987,0.020384562,0.020016419,0.713454847,0.137945185,0.401950977,0.17413493,0.058154235,0.007585335,0.884615385,0.115384615,0.34752141,0.0625,0.8,-0.291666667,-0.7,-0.125,0.727272727,0.318181818,0.227272727,0.318181818,H
9,1189,0.280851064,0.999999999,0.314117647,14,6,91,1,4.29352397,10,4,651,122.9,6700,843300,381370,1811,9027.888889,4588.894593,425,2800,1562.5,0.020344198,0.173677442,0.020062822,0.765911366,0.020004171,0.421831102,0.099997651,0.015138772,0.007569386,0.666666667,0.333333333,0.360488215,0.033333333,1,-0.243209877,-0.5,-0.155555556,0.433333333,-0.166666667,0.066666667,0.166666667,L
11,354,0.509615383,0.999999995,0.597938141,4,3,1,0,4.855932203,6,4,412,147.3333333,10300,843300,414883.3333,2144.578125,4848.886792,3215.001609,2000,4600,3300,0.213411038,0.685941262,0.033334727,0.033959023,0.033353951,0.333902858,0.061293789,0.028248588,0.028248588,0.5,0.5,0.47030303,0.136363636,0.8,-0.192222222,-0.375,-0.1,0.477272727,0.318181818,0.022727273,0.318181818,L
10,184,0.732954541,0.999999992,0.787878782,7,2,1,0,5.108695652,4,4,176,90,16300,843300,435825,1447.245283,5258.540632,3019.601131,889,1200,1044.5,0.050003347,0.05057163,0.050146624,0.799278377,0.050000022,0.615567766,0.222619048,0.059782609,0.010869565,0.846153846,0.153846154,0.481277056,0.2,1,-0.7,-1,-0.4,0,0,0.5,0,L
11,527,0.528942115,0.999999997,0.704761903,57,28,1,0,4.495256167,5,4,440,194.75,0,843300,374720,0,7367.627358,4458.710617,1900,1900,1900,0.040000877,0.040017754,0.040000515,0.839980389,0.040000465,0.530596784,0.08189162,0.028462998,0.017077799,0.625,0.375,0.342626263,0.1,1,-0.310714286,-0.5,-0.05,1,-0.5,0.5,0.5,H
8,212,0.582938386,0.999999992,0.708333327,6,2,0,1,4.886792453,7,4,523,245,0,843300,129885.7143,0,3303.985092,1432.33849,5000,5000,5000,0.029668692,0.028574591,0.884610194,0.028573352,0.028573171,0.213888889,0.015873016,0.023584906,0.014150943,0.625,0.375,0.206666667,0.033333333,0.5,-0.233333333,-0.25,-0.2,0,0,0.5,0,L
9,525,0.537284894,0.999999997,0.737179485,12,0,1,0,4.655238095,8,4,1400,471.1428571,0,843300,120412.5,0,3303.985092,1867.651553,0,0,0,0.025001008,0.149635216,0.77536225,0.025000361,0.025001166,0.441993695,0.041694899,0.032380952,0.019047619,0.62962963,0.37037037,0.34171123,0.1,0.6,-0.34297619,-0.5,-0.071428571,0,0,0.5,0,L
11,468,0.57142857,0.999999996,0.793774316,11,4,0,1,4.675213675,7,4,84,44.5,0,843300,223500,0,5278.606742,1873.507499,29900,29900,29900,0.36946407,0.028582364,0.462431106,0.110944486,0.028577973,0.426801802,0.135135135,0.049145299,0.021367521,0.696969697,0.303030303,0.337681159,0.1,0.6,-0.235416667,-0.5,-0.125,0.2,0.1,0.3,0.1,H
9,643,0.561403508,0.999999997,0.769633506,15,4,0,10,4.65318818,8,4,1200,343.8333333,0,843300,330275,0,5267.581747,2927.507795,7600,7600,7600,0.025002361,0.155121544,0.025157968,0.769717244,0.025000883,0.471956092,0.166374923,0.065318818,0.023328149,0.736842105,0.263157895,0.39576376,0.1,0.9,-0.2375,-0.5,-0.05,0,0,0.5,0,H
9,564,0.582560296,0.999999997,0.735465114,24,0,1,0,4.705673759,10,4,821,301.8,251,843300,156605.1,145,3306.750194,1893.920279,0,0,0,0.020387071,0.232468101,0.595209393,0.131933432,0.020002002,0.472781705,0.176610916,0.04964539,0.014184397,0.777777778,0.222222222,0.409017471,0.033333333,0.8,-0.3609375,-0.8,-0.1,0.75,0.8,0.25,0.8,L
10,215,0.589622639,0.999999993,0.680851059,22,1,21,0,5.423255814,5,4,440,113,0,843300,378460,0,7495.169725,4120.427263,3300,3300,3300,0.040000962,0.040018287,0.040000565,0.839979636,0.040000551,0.589153439,0.234126984,0.055813953,0.03255814,0.631578947,0.368421053,0.491468254,0.1,1,-0.219047619,-0.8,-0.1,0.55,0.4,0.05,0.4,H
11,439,0.558411214,0.999999996,0.762845847,8,1,1,0,4.970387244,7,4,4100,685.5714286,957,843300,226636.7143,789.8,4100,2414.508316,1100,1100,1100,0.028574421,0.028704096,0.746478458,0.028573246,0.16766978,0.412208448,0.069738292,0.041002278,0.020501139,0.666666667,0.333333333,0.314612795,0.1,1,-0.321296296,-0.7,-0.1,0,0,0.5,0,L
8,608,0.461920529,0.999999997,0.630813952,14,0,1,0,4.621710526,9,4,808,238.4285714,0,843300,227400,0,3843.63586,2189.190895,0,0,0,0.248384702,0.022229975,0.022255666,0.022241735,0.684887922,0.537602213,0.18662017,0.050986842,0.023026316,0.688888889,0.311111111,0.457875995,0.1,1,-0.236904762,-1,-0.05,0,0,0.5,0,L
10,569,0.53283302,0.999999997,0.682997116,11,0,1,0,4.572934974,8,4,945,240.7142857,0,843300,146943.125,0,3306.750194,1899.715646,0,0,0,0.025000675,0.651189985,0.025008432,0.025051694,0.273749214,0.405199959,0.128202089,0.033391916,0.012302285,0.730769231,0.269230769,0.445528594,0.136363636,1,-0.297222222,-0.4,-0.125,0,0,0.5,0,L
9,231,0.662280699,0.999999993,0.847826081,7,0,0,1,4.484848485,9,4,65,45,0,843300,204577.7778,0,8087.520216,1978.915207,0,0,0,0.0222341,0.650052514,0.022228937,0.230436913,0.075047536,0.399180796,0.105053511,0.051948052,0.025974026,0.666666667,0.333333333,0.291224747,0.033333333,0.7,-0.16223545,-0.5,-0.05,0.334415584,0.032467532,0.165584416,0.032467532,L
10,688,0.508849557,0.999999998,0.706310678,18,8,1,0,5.101744186,8,4,141,70.875,6500,843300,273862.5,1372,3306.750194,2169.122958,629,2100,1238.166667,0.025000065,0.025000076,0.89999858,0.025000052,0.025001227,0.372348485,0.080681818,0.010174419,0.011627907,0.466666667,0.533333333,0.369047619,0.1,0.55,-0.132291667,-0.166666667,-0.1,0,0,0.5,0,L
8,611,0.522689075,0.999999997,0.67546174,9,0,1,0,4.872340426,7,4,82,51,0,843300,232285.7143,0,3306.750194,1978.064,0,0,0,0.028574221,0.028574485,0.748208208,0.166069249,0.028573836,0.353217172,0.033681818,0.026186579,0.022913257,0.533333333,0.466666667,0.332078598,0.0625,0.6,-0.24047619,-0.6,-0.1,0,0,0.5,0,L
10,1470,0.437756498,0.999999999,0.715775749,6,0,1,0,4.234013605,6,4,755,214,0,843300,192725.8333,0,3306.750194,2048.813364,0,0,0,0.033359331,0.442800002,0.033334115,0.457172311,0.033334241,0.451186735,0.101033082,0.045578231,0.027891156,0.62037037,0.37962963,0.388055502,0.033333333,1,-0.252371274,-1,-0.05,0.407070707,0.073232323,0.092929293,0.073232323,L
7,264,0.575875484,0.999999994,0.670658679,6,0,0,0,4.742424242,10,4,1200,316.1111111,0,843300,184580,0,5267.581747,2411.257631,0,0,0,0.020000791,0.325872467,0.3200225,0.31394452,0.020159722,0.521103896,0.235081169,0.060606061,0.007575758,0.888888889,0.111111111,0.312601461,0.05,1,-0.15,-0.25,-0.05,0,0,0.5,0,L
13,184,0.706521735,0.999999992,0.773437494,14,4,9,0,4.864130435,7,4,504,161.4285714,25200,843300,281714.2857,3167.84808,5267.581747,4207.909023,210300,210300,210300,0.028574052,0.32324451,0.028577474,0.591032242,0.028571721,0.412606838,0.1,0.032608696,0.02173913,0.6,0.4,0.391666667,0.1,1,-0.2625,-0.4,-0.05,0.2,-0.3,0.3,0.3,H
8,270,0.648148146,0.999999994,0.809815946,5,1,0,0,5.185185185,6,4,1200,346.6,0,843300,186700,0,3877.478041,2487.539524,4100,4100,4100,0.033337365,0.033363465,0.033411565,0.204805751,0.695081854,0.331253529,0.026011669,0.022222222,0.018518519,0.545454545,0.454545455,0.239393939,0.05,0.4,-0.167619048,-0.291666667,-0.025,0.333333333,0.25,0.166666667,0.25,H
8,115,0.695652168,0.999999986,0.756756747,6,0,1,0,5.443478261,8,4,654,257.3333333,0,843300,157769.25,0,4698.228571,2394.405955,0,0,0,0.155752853,0.025004902,0.025004147,0.025484442,0.768753656,0.558333333,0.241666667,0.043478261,0,1,0,0.29,0.1,0.5,0,0,0,0,0,0.5,0,L
11,140,0.742647053,0.999999989,0.84269662,4,1,0,1,4.535714286,5,4,95,64.66666667,0,843300,247340,0,5155.855524,2402.43797,24,24,24,0.839002207,0.040013843,0.040006335,0.040133571,0.040844043,0.520833333,0.05625,0.057142857,0.014285714,0.8,0.2,0.220833333,0.1,0.3,-0.395833333,-0.5,-0.291666667,0.6,0.475,0.1,0.475,H
7,1323,0.383162864,0.999999999,0.509732359,28,3,12,0,4.742252457,10,4,2200,426.1111111,0,843300,222160,0,8876.625,4037.750212,3600,3600,3600,0.020653606,0.020868944,0.109353521,0.021858781,0.827265149,0.575109836,0.230416933,0.065003779,0.015873016,0.803738318,0.196261682,0.432212323,0.033333333,1,-0.221525234,-0.5,-0.05,0.3,1,0.2,1,H
9,250,0.686746985,0.999999993,0.864864859,8,0,0,1,4.416,10,4,102,57.375,0,843300,176380,0,8046.72118,2487.150437,0,0,0,0.020002051,0.020030598,0.820912141,0.119047105,0.020008105,0.538902918,0.09795174,0.04,0.032,0.555555556,0.444444444,0.516136364,0.136363636,1,-0.314583333,-0.6,-0.166666667,0.2,0.2,0.3,0.2,L
11,190,0.699999996,0.999999992,0.773437494,8,5,9,1,4.884210526,9,4,97,51.5,0,843300,386344.4444,0,7057.123188,2876.828082,543,1100,728.6666667,0.022226135,0.022252243,0.022224563,0.808987155,0.124309905,0.427380952,0.061172161,0.021052632,0.036842105,0.363636364,0.636363636,0.625,0.25,1,-0.243537415,-0.5,-0.071428571,0.577777778,0.111111111,0.077777778,0.111111111,L
10,167,0.706586822,0.999999991,0.831775693,6,4,0,1,4.760479042,3,4,60,22.66666667,843300,843300,843300,3300.698315,5253.683713,4527.977021,590,4500,2230,0.066667014,0.06674246,0.066666851,0.733256832,0.066666842,0.566666667,0.166666667,0.035928144,0.011976048,0.75,0.25,0.361111111,0.2,0.6,-0.5,-0.5,-0.5,0.533333333,-0.1,0.033333333,0.1,H
10,634,0.273026315,0.999999998,0.306345732,9,7,24,1,5.700315457,5,4,589,204.4,5000,843300,215500,1179.882353,3929,2695.311898,959,959,959,0.240010518,0.639846433,0.040000523,0.04014237,0.040000156,0.264634146,0.133130081,0.059936909,0.006309148,0.904761905,0.095238095,0.33245614,0.1,0.85,-0.10625,-0.125,-0.1,0.5,0.25,0,0.25,L
8,452,0.584112148,0.999999997,0.668896319,24,4,1,20,4.862831858,8,4,707,295.5,1900,843300,442550,1238.142857,7411.301802,3980.878715,7300,11000,9150,0.146886182,0.025080495,0.025001343,0.778025058,0.025006922,0.622736626,0.227572016,0.033185841,0.015486726,0.681818182,0.318181818,0.582777778,0.1,1,-0.26984127,-0.333333333,-0.1,1,0.5,0.5,0.5,L
11,334,0.734426227,0.999999995,0.839622638,4,3,0,21,4.580838323,7,4,668,218.5714286,4700,843300,502700,2541.2,7057.123188,4667.870287,1500,22800,12150,0.028571707,0.352883979,0.028571697,0.561401073,0.028571543,0.583815789,0.031485746,0.053892216,0.047904192,0.529411765,0.470588235,0.351111111,0.1,1,-0.378229167,-0.6,-0.1,1,1,0.5,1,H
12,671,0.513302034,0.999999998,0.677499998,15,0,1,0,4.643815201,7,4,931,329.5,0,843300,235334,0,3300.698315,1900.205799,0,0,0,0.620986451,0.028971063,0.028582725,0.028572713,0.292887049,0.420220426,0.120837751,0.032786885,0.013412817,0.709677419,0.290322581,0.376903778,0.136363636,1,-0.241203704,-0.5,-0.1,0,0,0.5,0,L
11,956,0.454835281,0.999999998,0.674285713,10,0,1,0,4.640167364,7,4,673,247.4,0,843300,249771.4286,0,3518.058594,2021.431528,0,0,0,0.60056534,0.028579545,0.028576893,0.02878571,0.313492512,0.461179915,0.094837871,0.037656904,0.021966527,0.631578947,0.368421053,0.366224747,0.033333333,1,-0.278703704,-0.6,-0.1,0,0,0.5,0,L
9,331,0.607250753,0.999999995,0.731481478,5,3,1,0,4.703927492,5,4,183,80.8,27700,843300,394680,2868.428825,4793.717996,3464.727139,8800,8800,8800,0.040174629,0.423264456,0.040011081,0.041383878,0.455165955,0.529090163,0.131941335,0.060422961,0.009063444,0.869565217,0.130434783,0.337564935,0.05,0.8,-0.308333333,-0.7,-0.1,0.333333333,0.25,0.166666667,0.25,L
13,738,0.444444444,0.999999998,0.595348836,8,7,1,0,4.464769648,7,4,1000,273.2857143,4000,843300,235242.8571,1808.333333,3300.698315,2511.850485,732,2000,1526.4,0.177588986,0.028572017,0.028605061,0.028571485,0.736662451,0.43805366,0.184130653,0.040650407,0.009485095,0.810810811,0.189189189,0.401038961,0.05,1,-0.15606576,-0.291666667,-0.066666667,0.477272727,0.068181818,0.022727273,0.068181818,L
10,960,0.44047619,0.999999998,0.514285714,12,5,23,0,5.086458333,8,4,460,132.8,0,843300,250325,0,4793.717996,2129.8038,1100,18200,6800,0.025019441,0.025545886,0.025003198,0.899354643,0.025076832,0.359550101,0.126685132,0.033333333,0.011458333,0.744186047,0.255813953,0.292863907,0.033333333,1,-0.186111111,-0.5,-0.05,0,0.1,0.5,0.1,L
10,395,0.557251907,0.999999996,0.726495723,12,9,0,1,4.66835443,10,4,1100,314.3,5500,843300,312770,2550,5029.549036,3576.105674,597,5000,2287.833333,0.221238306,0.580154614,0.020033724,0.158566865,0.020006491,0.372222222,0.073842593,0.017721519,0.012658228,0.583333333,0.416666667,0.345238095,0.2,0.416666667,-0.2175,-0.3,-0.15,0,0,0.5,0,L
